"","Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","WHO.Region.Code","WHO.Region","Country.Code","Sex","Alcohol.total.per.capita..15...consumption.in.liters..numeric.","Alcohol.total.per.capita..15...consumption.in.liters..low.estimation.","Alcohol.total.per.capita..15...consumption.in.liters..high.estimation.","Alcohol.total.per.capita..15...consumption.in.liters..string.","Average_Alcohol_Consumption","Consumption_Comparison"
"4177","Kuwait",2014,"Developing",74.6,82,0,0.01,2480.896965,96,55,7.8,1,94,3.4,95,0.1,42996.4812,NA,3.4,3.4,0.787,13,"EMR","Eastern Mediterranean","KWT","Male",0,0,0,"0 [0 – 0]",0.005,"BELOW AVERAGE"
"4178","Kuwait",2014,"Developing",74.6,82,0,0.01,2480.896965,96,55,7.8,1,94,3.4,95,0.1,42996.4812,NA,3.4,3.4,0.787,13,"EMR","Eastern Mediterranean","KWT","Female",0,0,0,"0 [0 – 0]",0.005,"BELOW AVERAGE"
"4179","Kuwait",2014,"Developing",74.6,82,0,0.01,2480.896965,96,55,7.8,1,94,3.4,95,0.1,42996.4812,NA,3.4,3.4,0.787,13,"EMR","Eastern Mediterranean","KWT","Both sexes",0,0,0,"0 [0 – 0]",0.005,"BELOW AVERAGE"
"4180","Kuwait",2015,"Developing",74.7,81,0,0,0,99,18,71.4,1,99,NA,99,0.1,28975.418,NA,3.5,3.4,0.799,13.3,"EMR","Eastern Mediterranean","KWT","Female",0,0,0,"0 [0 – 0]",0,"BELOW AVERAGE"
"4181","Kuwait",2015,"Developing",74.7,81,0,0,0,99,18,71.4,1,99,NA,99,0.1,28975.418,NA,3.5,3.4,0.799,13.3,"EMR","Eastern Mediterranean","KWT","Male",0,0,0,"0 [0 – 0]",0,"BELOW AVERAGE"
"4182","Kuwait",2015,"Developing",74.7,81,0,0,0,99,18,71.4,1,99,NA,99,0.1,28975.418,NA,3.5,3.4,0.799,13.3,"EMR","Eastern Mediterranean","KWT","Both sexes",0,0,0,"0 [0 – 0]",0,"BELOW AVERAGE"
"4183","Kyrgyzstan",2000,"Developing",66.6,225,4,2.13,0,44,16,35.6,5,99,4.68,99,0.1,NA,NA,3.6,3.6,0.586,11.4,"EUR","Europe","KGZ","Both sexes",5.46,4.41,6.58,"5.46 [4.41 – 6.58]",3.795,"BELOW AVERAGE"
"4184","Kyrgyzstan",2000,"Developing",66.6,225,4,2.13,0,44,16,35.6,5,99,4.68,99,0.1,NA,NA,3.6,3.6,0.586,11.4,"EUR","Europe","KGZ","Female",1.9,1.53,2.32,"1.9 [1.53 – 2.32]",2.015,"BELOW AVERAGE"
"4185","Kyrgyzstan",2000,"Developing",66.6,225,4,2.13,0,44,16,35.6,5,99,4.68,99,0.1,NA,NA,3.6,3.6,0.586,11.4,"EUR","Europe","KGZ","Male",9.21,7.47,11.15,"9.21 [7.47 – 11.15]",5.67,"ABOVE AVERAGE"
"4186","Kyrgyzstan",2001,"Developing",67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,NA,NA,3.6,3.6,0.593,11.8,"EUR","Europe","KGZ","Male",9.21,7.47,11.15,"9.21 [7.47 – 11.15]",5.915,"ABOVE AVERAGE"
"4187","Kyrgyzstan",2001,"Developing",67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,NA,NA,3.6,3.6,0.593,11.8,"EUR","Europe","KGZ","Both sexes",5.46,4.41,6.58,"5.46 [4.41 – 6.58]",4.04,"BELOW AVERAGE"
"4188","Kyrgyzstan",2001,"Developing",67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,NA,NA,3.6,3.6,0.593,11.8,"EUR","Europe","KGZ","Female",1.9,1.53,2.32,"1.9 [1.53 – 2.32]",2.26,"BELOW AVERAGE"
"4189","Kyrgyzstan",2002,"Developing",66.7,215,4,3.31,0,99,2,36.5,5,99,5.43,98,0.1,NA,NA,3.5,3.5,0.601,12.1,"EUR","Europe","KGZ","Female",2.18,1.78,2.64,"2.18 [1.78 – 2.64]",2.745,"BELOW AVERAGE"
"4190","Kyrgyzstan",2002,"Developing",66.7,215,4,3.31,0,99,2,36.5,5,99,5.43,98,0.1,NA,NA,3.5,3.5,0.601,12.1,"EUR","Europe","KGZ","Both sexes",6.25,5.08,7.48,"6.25 [5.08 – 7.48]",4.78,"BELOW AVERAGE"
"4191","Kyrgyzstan",2002,"Developing",66.7,215,4,3.31,0,99,2,36.5,5,99,5.43,98,0.1,NA,NA,3.5,3.5,0.601,12.1,"EUR","Europe","KGZ","Male",10.53,8.64,12.62,"10.53 [8.64 – 12.62]",6.92,"ABOVE AVERAGE"
"4192","Kyrgyzstan",2003,"Developing",66.6,217,4,3.52,0,99,6,37,4,98,5.43,98,0.1,NA,NA,3.5,3.5,0.602,12.2,"EUR","Europe","KGZ","Male",11.02,9.08,13.16,"11.02 [9.08 – 13.16]",7.27,"ABOVE AVERAGE"
"4193","Kyrgyzstan",2003,"Developing",66.6,217,4,3.52,0,99,6,37,4,98,5.43,98,0.1,NA,NA,3.5,3.5,0.602,12.2,"EUR","Europe","KGZ","Both sexes",6.55,5.39,7.8,"6.55 [5.39 – 7.8]",5.035,"BELOW AVERAGE"
"4194","Kyrgyzstan",2003,"Developing",66.6,217,4,3.52,0,99,6,37,4,98,5.43,98,0.1,NA,NA,3.5,3.5,0.602,12.2,"EUR","Europe","KGZ","Female",2.27,1.85,2.74,"2.27 [1.85 – 2.74]",2.895,"BELOW AVERAGE"
"4195","Kyrgyzstan",2004,"Developing",67.1,218,4,3.41,0,99,8,37.5,4,98,5.57,99,0.1,NA,NA,3.4,3.4,0.609,12.5,"EUR","Europe","KGZ","Female",2.3,1.89,2.8,"2.3 [1.89 – 2.8]",2.855,"BELOW AVERAGE"
"4196","Kyrgyzstan",2004,"Developing",67.1,218,4,3.41,0,99,8,37.5,4,98,5.57,99,0.1,NA,NA,3.4,3.4,0.609,12.5,"EUR","Europe","KGZ","Both sexes",6.66,5.46,7.97,"6.66 [5.46 – 7.97]",5.035,"BELOW AVERAGE"
"4197","Kyrgyzstan",2004,"Developing",67.1,218,4,3.41,0,99,8,37.5,4,98,5.57,99,0.1,NA,NA,3.4,3.4,0.609,12.5,"EUR","Europe","KGZ","Male",11.21,9.26,13.47,"11.21 [9.26 – 13.47]",7.31,"ABOVE AVERAGE"
"4198","Kyrgyzstan",2005,"Developing",66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,NA,NA,3.4,3.4,0.612,12.4,"EUR","Europe","KGZ","Both sexes",6.76,5.45,8.19,"6.76 [5.45 – 8.19]",4.785,"BELOW AVERAGE"
"4199","Kyrgyzstan",2005,"Developing",66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,NA,NA,3.4,3.4,0.612,12.4,"EUR","Europe","KGZ","Male",11.38,9.22,13.76,"11.38 [9.22 – 13.76]",7.095,"ABOVE AVERAGE"
"4200","Kyrgyzstan",2005,"Developing",66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,NA,NA,3.4,3.4,0.612,12.4,"EUR","Europe","KGZ","Female",2.32,1.86,2.85,"2.32 [1.86 – 2.85]",2.565,"BELOW AVERAGE"
"4201","Kyrgyzstan",2006,"Developing",66.7,234,4,2.48,0,9,27,38.5,4,93,6.73,92,0.1,NA,NA,3.3,3.4,0.613,12.5,"EUR","Europe","KGZ","Both sexes",6.81,5.4,8.17,"6.81 [5.4 – 8.17]",4.645,"BELOW AVERAGE"
"4202","Kyrgyzstan",2006,"Developing",66.7,234,4,2.48,0,9,27,38.5,4,93,6.73,92,0.1,NA,NA,3.3,3.4,0.613,12.5,"EUR","Europe","KGZ","Female",2.33,1.86,2.84,"2.33 [1.86 – 2.84]",2.405,"BELOW AVERAGE"
"4203","Kyrgyzstan",2006,"Developing",66.7,234,4,2.48,0,9,27,38.5,4,93,6.73,92,0.1,NA,NA,3.3,3.4,0.613,12.5,"EUR","Europe","KGZ","Male",11.48,9.17,13.8,"11.48 [9.17 – 13.8]",6.98,"ABOVE AVERAGE"
"4204","Kyrgyzstan",2007,"Developing",67.2,229,4,2.77,0,94,40,39,4,94,6.87,94,0.1,NA,NA,3.3,3.4,0.618,12.6,"EUR","Europe","KGZ","Male",11.46,9.3,14.02,"11.46 [9.3 – 14.02]",7.115,"ABOVE AVERAGE"
"4205","Kyrgyzstan",2007,"Developing",67.2,229,4,2.77,0,94,40,39,4,94,6.87,94,0.1,NA,NA,3.3,3.4,0.618,12.6,"EUR","Europe","KGZ","Female",2.31,1.83,2.82,"2.31 [1.83 – 2.82]",2.54,"BELOW AVERAGE"
"4206","Kyrgyzstan",2007,"Developing",67.2,229,4,2.77,0,94,40,39,4,94,6.87,94,0.1,NA,NA,3.3,3.4,0.618,12.6,"EUR","Europe","KGZ","Both sexes",6.78,5.48,8.26,"6.78 [5.48 – 8.26]",4.775,"BELOW AVERAGE"
"4207","Kyrgyzstan",2008,"Developing",67.6,217,4,2.53,0,97,16,39.5,4,95,6.7,95,0.2,NA,NA,3.3,3.4,0.624,12.6,"EUR","Europe","KGZ","Female",2.2,1.78,2.67,"2.2 [1.78 – 2.67]",2.365,"BELOW AVERAGE"
"4208","Kyrgyzstan",2008,"Developing",67.6,217,4,2.53,0,97,16,39.5,4,95,6.7,95,0.2,NA,NA,3.3,3.4,0.624,12.6,"EUR","Europe","KGZ","Male",11.05,9.01,13.38,"11.05 [9.01 – 13.38]",6.79,"ABOVE AVERAGE"
"4209","Kyrgyzstan",2008,"Developing",67.6,217,4,2.53,0,97,16,39.5,4,95,6.7,95,0.2,NA,NA,3.3,3.4,0.624,12.6,"EUR","Europe","KGZ","Both sexes",6.52,5.29,7.83,"6.52 [5.29 – 7.83]",4.525,"BELOW AVERAGE"
"4210","Kyrgyzstan",2009,"Developing",68.5,21,4,2.39,0,96,1,4.1,4,96,6.79,95,0.1,NA,NA,3.3,3.4,0.629,12.4,"EUR","Europe","KGZ","Female",2.14,1.75,2.62,"2.14 [1.75 – 2.62]",2.265,"BELOW AVERAGE"
"4211","Kyrgyzstan",2009,"Developing",68.5,21,4,2.39,0,96,1,4.1,4,96,6.79,95,0.1,NA,NA,3.3,3.4,0.629,12.4,"EUR","Europe","KGZ","Male",10.95,9,13.43,"10.95 [9 – 13.43]",6.67,"ABOVE AVERAGE"
"4212","Kyrgyzstan",2009,"Developing",68.5,21,4,2.39,0,96,1,4.1,4,96,6.79,95,0.1,NA,NA,3.3,3.4,0.629,12.4,"EUR","Europe","KGZ","Both sexes",6.44,5.28,7.84,"6.44 [5.28 – 7.84]",4.415,"BELOW AVERAGE"
"4213","Kyrgyzstan",2010,"Developing",68.8,199,4,2.73,0,96,0,4.7,4,88,6.66,96,0.1,NA,NA,3.2,3.3,0.631,12.2,"EUR","Europe","KGZ","Both sexes",6.38,5.2,7.68,"6.38 [5.2 – 7.68]",4.555,"BELOW AVERAGE"
"4214","Kyrgyzstan",2010,"Developing",68.8,199,4,2.73,0,96,0,4.7,4,88,6.66,96,0.1,NA,NA,3.2,3.3,0.631,12.2,"EUR","Europe","KGZ","Male",10.88,8.95,13.19,"10.88 [8.95 – 13.19]",6.805,"ABOVE AVERAGE"
"4215","Kyrgyzstan",2010,"Developing",68.8,199,4,2.73,0,96,0,4.7,4,88,6.66,96,0.1,NA,NA,3.2,3.3,0.631,12.2,"EUR","Europe","KGZ","Female",2.1,1.71,2.56,"2.1 [1.71 – 2.56]",2.415,"BELOW AVERAGE"
"4216","Kyrgyzstan",2011,"Developing",69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,NA,NA,3.2,3.3,0.632,12.1,"EUR","Europe","KGZ","Both sexes",6.55,5.35,7.95,"6.55 [5.35 – 7.95]",4.915,"BELOW AVERAGE"
"4217","Kyrgyzstan",2011,"Developing",69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,NA,NA,3.2,3.3,0.632,12.1,"EUR","Europe","KGZ","Male",11.19,9.15,13.63,"11.19 [9.15 – 13.63]",7.235,"ABOVE AVERAGE"
"4218","Kyrgyzstan",2011,"Developing",69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,NA,NA,3.2,3.3,0.632,12.1,"EUR","Europe","KGZ","Female",2.13,1.75,2.61,"2.13 [1.75 – 2.61]",2.705,"BELOW AVERAGE"
"4219","Kyrgyzstan",2012,"Developing",69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,NA,NA,3.2,3.3,0.638,12.3,"EUR","Europe","KGZ","Female",2.12,1.74,2.6,"2.12 [1.74 – 2.6]",1.065,"BELOW AVERAGE"
"4220","Kyrgyzstan",2012,"Developing",69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,NA,NA,3.2,3.3,0.638,12.3,"EUR","Europe","KGZ","Both sexes",6.55,5.39,7.91,"6.55 [5.39 – 7.91]",3.28,"BELOW AVERAGE"
"4221","Kyrgyzstan",2012,"Developing",69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,NA,NA,3.2,3.3,0.638,12.3,"EUR","Europe","KGZ","Male",11.21,9.19,13.63,"11.21 [9.19 – 13.63]",5.61,"ABOVE AVERAGE"
"4222","Kyrgyzstan",2013,"Developing",77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,NA,NA,3.3,3.3,0.647,12.5,"EUR","Europe","KGZ","Both sexes",6.63,5.31,8.03,"6.63 [5.31 – 8.03]",3.32,"BELOW AVERAGE"
"4223","Kyrgyzstan",2013,"Developing",77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,NA,NA,3.3,3.3,0.647,12.5,"EUR","Europe","KGZ","Male",11.37,9.22,13.82,"11.37 [9.22 – 13.82]",5.69,"ABOVE AVERAGE"
"4224","Kyrgyzstan",2013,"Developing",77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,NA,NA,3.3,3.3,0.647,12.5,"EUR","Europe","KGZ","Female",2.13,1.72,2.61,"2.13 [1.72 – 2.61]",1.07,"BELOW AVERAGE"
"4225","Kyrgyzstan",2014,"Developing",78,17,3,0.01,0,96,318,43.9,4,95,6.48,96,0.1,NA,NA,3.3,3.4,0.656,12.8,"EUR","Europe","KGZ","Male",11,8.99,13.12,"11 [8.99 – 13.12]",5.505,"ABOVE AVERAGE"
"4226","Kyrgyzstan",2014,"Developing",78,17,3,0.01,0,96,318,43.9,4,95,6.48,96,0.1,NA,NA,3.3,3.4,0.656,12.8,"EUR","Europe","KGZ","Female",2.05,1.63,2.49,"2.05 [1.63 – 2.49]",1.03,"BELOW AVERAGE"
"4227","Kyrgyzstan",2014,"Developing",78,17,3,0.01,0,96,318,43.9,4,95,6.48,96,0.1,NA,NA,3.3,3.4,0.656,12.8,"EUR","Europe","KGZ","Both sexes",6.41,5.19,7.61,"6.41 [5.19 – 7.61]",3.21,"BELOW AVERAGE"
"4228","Kyrgyzstan",2015,"Developing",71.1,166,3,0,0,97,17779,44.9,3,97,NA,97,0.1,NA,NA,3.3,3.4,0.662,13,"EUR","Europe","KGZ","Both sexes",6.15,5.09,7.37,"6.15 [5.09 – 7.37]",3.075,"BELOW AVERAGE"
"4229","Kyrgyzstan",2015,"Developing",71.1,166,3,0,0,97,17779,44.9,3,97,NA,97,0.1,NA,NA,3.3,3.4,0.662,13,"EUR","Europe","KGZ","Female",1.95,1.61,2.35,"1.95 [1.61 – 2.35]",0.975,"BELOW AVERAGE"
"4230","Kyrgyzstan",2015,"Developing",71.1,166,3,0,0,97,17779,44.9,3,97,NA,97,0.1,NA,NA,3.3,3.4,0.662,13,"EUR","Europe","KGZ","Male",10.58,8.79,12.8,"10.58 [8.79 – 12.8]",5.29,"BELOW AVERAGE"
"4231","Lao People's Democratic Republic",2000,"Developing",58.1,278,14,5.16,0,NA,332,12.3,20,57,3.41,51,0.1,NA,NA,1.5,1.5,0.459,8,"WPR","Western Pacific","LAO","Female",1.93,1.55,2.38,"1.93 [1.55 – 2.38]",3.545,"BELOW AVERAGE"
"4232","Lao People's Democratic Republic",2000,"Developing",58.1,278,14,5.16,0,NA,332,12.3,20,57,3.41,51,0.1,NA,NA,1.5,1.5,0.459,8,"WPR","Western Pacific","LAO","Male",7.58,6.1,9.28,"7.58 [6.1 – 9.28]",6.37,"ABOVE AVERAGE"
"4233","Lao People's Democratic Republic",2000,"Developing",58.1,278,14,5.16,0,NA,332,12.3,20,57,3.41,51,0.1,NA,NA,1.5,1.5,0.459,8,"WPR","Western Pacific","LAO","Both sexes",4.7,3.75,5.71,"4.7 [3.75 – 5.71]",4.93,"BELOW AVERAGE"
"4234","Lao People's Democratic Republic",2001,"Developing",58.7,271,13,3.13,0,NA,94,12.7,19,55,4.32,52,0.1,NA,NA,1.4,1.5,0.463,8,"WPR","Western Pacific","LAO","Male",7.58,6.1,9.28,"7.58 [6.1 – 9.28]",5.355,"BELOW AVERAGE"
"4235","Lao People's Democratic Republic",2001,"Developing",58.7,271,13,3.13,0,NA,94,12.7,19,55,4.32,52,0.1,NA,NA,1.4,1.5,0.463,8,"WPR","Western Pacific","LAO","Female",1.93,1.55,2.38,"1.93 [1.55 – 2.38]",2.53,"BELOW AVERAGE"
"4236","Lao People's Democratic Republic",2001,"Developing",58.7,271,13,3.13,0,NA,94,12.7,19,55,4.32,52,0.1,NA,NA,1.4,1.5,0.463,8,"WPR","Western Pacific","LAO","Both sexes",4.7,3.75,5.71,"4.7 [3.75 – 5.71]",3.915,"BELOW AVERAGE"
"4237","Lao People's Democratic Republic",2002,"Developing",59.3,265,13,3.33,0,NA,2070,13.3,18,55,4.4,53,0.1,NA,NA,1.3,1.4,0.468,8,"WPR","Western Pacific","LAO","Both sexes",3.99,3.25,4.84,"3.99 [3.25 – 4.84]",3.66,"BELOW AVERAGE"
"4238","Lao People's Democratic Republic",2002,"Developing",59.3,265,13,3.33,0,NA,2070,13.3,18,55,4.4,53,0.1,NA,NA,1.3,1.4,0.468,8,"WPR","Western Pacific","LAO","Male",6.44,5.28,7.86,"6.44 [5.28 – 7.86]",4.885,"BELOW AVERAGE"
"4239","Lao People's Democratic Republic",2002,"Developing",59.3,265,13,3.33,0,NA,2070,13.3,18,55,4.4,53,0.1,NA,NA,1.3,1.4,0.468,8,"WPR","Western Pacific","LAO","Female",1.64,1.34,2.04,"1.64 [1.34 – 2.04]",2.485,"BELOW AVERAGE"
"4240","Lao People's Democratic Republic",2003,"Developing",59.8,259,12,3.41,0,5,1810,13.8,17,52,4.91,49,0.1,NA,NA,1.2,1.3,0.477,8.3,"WPR","Western Pacific","LAO","Female",1.71,1.42,2.11,"1.71 [1.42 – 2.11]",2.56,"BELOW AVERAGE"
"4241","Lao People's Democratic Republic",2003,"Developing",59.8,259,12,3.41,0,5,1810,13.8,17,52,4.91,49,0.1,NA,NA,1.2,1.3,0.477,8.3,"WPR","Western Pacific","LAO","Male",6.71,5.53,8.23,"6.71 [5.53 – 8.23]",5.06,"BELOW AVERAGE"
"4242","Lao People's Democratic Republic",2003,"Developing",59.8,259,12,3.41,0,5,1810,13.8,17,52,4.91,49,0.1,NA,NA,1.2,1.3,0.477,8.3,"WPR","Western Pacific","LAO","Both sexes",4.15,3.4,5.06,"4.15 [3.4 – 5.06]",3.78,"BELOW AVERAGE"
"4243","Lao People's Democratic Republic",2004,"Developing",64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,NA,NA,1.1,1.2,0.485,8.6,"WPR","Western Pacific","LAO","Male",6.93,5.68,8.39,"6.93 [5.68 – 8.39]",5.23,"BELOW AVERAGE"
"4244","Lao People's Democratic Republic",2004,"Developing",64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,NA,NA,1.1,1.2,0.485,8.6,"WPR","Western Pacific","LAO","Both sexes",4.29,3.49,5.14,"4.29 [3.49 – 5.14]",3.91,"BELOW AVERAGE"
"4245","Lao People's Democratic Republic",2004,"Developing",64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,NA,NA,1.1,1.2,0.485,8.6,"WPR","Western Pacific","LAO","Female",1.77,1.43,2.15,"1.77 [1.43 – 2.15]",2.65,"BELOW AVERAGE"
"4246","Lao People's Democratic Republic",2005,"Developing",61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,NA,NA,1,1.1,0.494,8.7,"WPR","Western Pacific","LAO","Both sexes",4.4,3.56,5.34,"4.4 [3.56 – 5.34]",4.04,"BELOW AVERAGE"
"4247","Lao People's Democratic Republic",2005,"Developing",61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,NA,NA,1,1.1,0.494,8.7,"WPR","Western Pacific","LAO","Male",7.11,5.8,8.72,"7.11 [5.8 – 8.72]",5.395,"BELOW AVERAGE"
"4248","Lao People's Democratic Republic",2005,"Developing",61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,NA,NA,1,1.1,0.494,8.7,"WPR","Western Pacific","LAO","Female",1.82,1.48,2.24,"1.82 [1.48 – 2.24]",2.75,"BELOW AVERAGE"
"4249","Lao People's Democratic Republic",2006,"Developing",61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,NA,NA,9.9,9.9,0.503,9,"WPR","Western Pacific","LAO","Male",8.07,6.63,9.85,"8.07 [6.63 – 9.85]",5.88,"ABOVE AVERAGE"
"4250","Lao People's Democratic Republic",2006,"Developing",61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,NA,NA,9.9,9.9,0.503,9,"WPR","Western Pacific","LAO","Female",2.08,1.68,2.53,"2.08 [1.68 – 2.53]",2.885,"BELOW AVERAGE"
"4251","Lao People's Democratic Republic",2006,"Developing",61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,NA,NA,9.9,9.9,0.503,9,"WPR","Western Pacific","LAO","Both sexes",5,4.06,6.04,"5 [4.06 – 6.04]",4.345,"BELOW AVERAGE"
"4252","Lao People's Democratic Republic",2007,"Developing",62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,NA,NA,9.7,9.8,0.509,9,"WPR","Western Pacific","LAO","Both sexes",5.58,4.57,6.68,"5.58 [4.57 – 6.68]",5.29,"BELOW AVERAGE"
"4253","Lao People's Democratic Republic",2007,"Developing",62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,NA,NA,9.7,9.8,0.509,9,"WPR","Western Pacific","LAO","Female",2.32,1.91,2.82,"2.32 [1.91 – 2.82]",3.66,"BELOW AVERAGE"
"4254","Lao People's Democratic Republic",2007,"Developing",62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,NA,NA,9.7,9.8,0.509,9,"WPR","Western Pacific","LAO","Male",9.01,7.41,10.89,"9.01 [7.41 – 10.89]",7.005,"ABOVE AVERAGE"
"4255","Lao People's Democratic Republic",2008,"Developing",62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,NA,NA,9.6,9.7,0.518,9.2,"WPR","Western Pacific","LAO","Female",2.58,2.1,3.1,"2.58 [2.1 – 3.1]",3.84,"BELOW AVERAGE"
"4256","Lao People's Democratic Republic",2008,"Developing",62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,NA,NA,9.6,9.7,0.518,9.2,"WPR","Western Pacific","LAO","Male",10,8.19,11.91,"10 [8.19 – 11.91]",7.55,"ABOVE AVERAGE"
"4257","Lao People's Democratic Republic",2008,"Developing",62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,NA,NA,9.6,9.7,0.518,9.2,"WPR","Western Pacific","LAO","Both sexes",6.2,5.04,7.34,"6.2 [5.04 – 7.34]",5.65,"ABOVE AVERAGE"
"4258","Lao People's Democratic Republic",2009,"Developing",63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,NA,NA,9.4,9.6,0.525,9.4,"WPR","Western Pacific","LAO","Male",10.64,8.88,12.71,"10.64 [8.88 – 12.71]",7.91,"ABOVE AVERAGE"
"4259","Lao People's Democratic Republic",2009,"Developing",63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,NA,NA,9.4,9.6,0.525,9.4,"WPR","Western Pacific","LAO","Both sexes",6.61,5.48,7.82,"6.61 [5.48 – 7.82]",5.895,"ABOVE AVERAGE"
"4260","Lao People's Democratic Republic",2009,"Developing",63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,NA,NA,9.4,9.6,0.525,9.4,"WPR","Western Pacific","LAO","Female",2.75,2.28,3.29,"2.75 [2.28 – 3.29]",3.965,"BELOW AVERAGE"
"4261","Lao People's Democratic Republic",2010,"Developing",63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,NA,NA,9.3,9.5,0.535,9.6,"WPR","Western Pacific","LAO","Female",2.98,2.45,3.59,"2.98 [2.45 – 3.59]",4.465,"BELOW AVERAGE"
"4262","Lao People's Democratic Republic",2010,"Developing",63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,NA,NA,9.3,9.5,0.535,9.6,"WPR","Western Pacific","LAO","Male",11.49,9.57,13.84,"11.49 [9.57 – 13.84]",8.72,"ABOVE AVERAGE"
"4263","Lao People's Democratic Republic",2010,"Developing",63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,NA,NA,9.3,9.5,0.535,9.6,"WPR","Western Pacific","LAO","Both sexes",7.15,5.91,8.56,"7.15 [5.91 – 8.56]",6.55,"ABOVE AVERAGE"
"4264","Lao People's Democratic Republic",2011,"Developing",64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,NA,NA,9.2,9.4,0.542,9.9,"WPR","Western Pacific","LAO","Female",3.24,2.67,3.9,"3.24 [2.67 – 3.9]",4.315,"BELOW AVERAGE"
"4265","Lao People's Democratic Republic",2011,"Developing",64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,NA,NA,9.2,9.4,0.542,9.9,"WPR","Western Pacific","LAO","Both sexes",7.78,6.42,9.32,"7.78 [6.42 – 9.32]",6.585,"ABOVE AVERAGE"
"4266","Lao People's Democratic Republic",2011,"Developing",64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,NA,NA,9.2,9.4,0.542,9.9,"WPR","Western Pacific","LAO","Male",12.47,10.35,15.09,"12.47 [10.35 – 15.09]",8.93,"ABOVE AVERAGE"
"4267","Lao People's Democratic Republic",2012,"Developing",64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,NA,NA,9.1,9.2,0.554,10.2,"WPR","Western Pacific","LAO","Male",13.06,10.94,15.65,"13.06 [10.94 – 15.65]",6.535,"ABOVE AVERAGE"
"4268","Lao People's Democratic Republic",2012,"Developing",64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,NA,NA,9.1,9.2,0.554,10.2,"WPR","Western Pacific","LAO","Female",3.41,2.82,4.05,"3.41 [2.82 – 4.05]",1.71,"BELOW AVERAGE"
"4269","Lao People's Democratic Republic",2012,"Developing",64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,NA,NA,9.1,9.2,0.554,10.2,"WPR","Western Pacific","LAO","Both sexes",8.17,6.82,9.72,"8.17 [6.82 – 9.72]",4.09,"BELOW AVERAGE"
"4270","Lao People's Democratic Republic",2013,"Developing",64.9,23,9,0.01,0,87,71,2.1,12,86,2,87,0.3,NA,NA,9,9.1,0.563,10.4,"WPR","Western Pacific","LAO","Female",3.65,2.99,4.32,"3.65 [2.99 – 4.32]",1.83,"BELOW AVERAGE"
